Serie,Modelo,Local,
4A890LC2Z,COMPUTADOR CORE I3 7100 HD 500 4GB,EM MINISTRO WALDEMAR ZVEITER,
4A890LF0Y,COMPUTADOR CORE I3 7100 HD 500 4GB,E.M BILÍNGUE ITAMAR FRANCO,
4A890LG16,COMPUTADOR CORE I3 7100 HD 500 4GB,CRECHE MUNICIPAL ZELINA PENIDO DA ROSA,
4A890LG2B,COMPUTADOR CORE I3 7100 HD 500 4GB,CRECHE MUNICIPAL LÚCIA DE FATIMA BOMFIM DE CASTRO E SILVA,
4A890LG4L,COMPUTADOR CORE I3 7100 HD 500 4GB,EM ULYSSES SILVEIRA GUIMARÃES,
4A890LH3J,COMPUTADOR CORE I3 7100 HD 500 4GB,CRECHE MUNICIPAL ZELINA PENIDO DA ROSA,
4A890LH6Y,COMPUTADOR CORE I3 7100 HD 500 4GB,EM ULYSSES SILVEIRA GUIMARÃES,
4A890LH88,COMPUTADOR CORE I3 7100 HD 500 4GB,E.M BILÍNGUE ZIRALDO ALVES PINTO,
4A890LH9D,COMPUTADOR CORE I3 7100 HD 500 4GB,CADIS,
4A890M550,COMPUTADOR CORE I3 7100 HD 500 4GB,CADIS,
4A890M68I,COMPUTADOR CORE I3 7100 HD 500 4GB,EM ULYSSES SILVEIRA GUIMARÃES,
4A890M70H,COMPUTADOR CORE I3 7100 HD 500 4GB,E.M BILÍNGUE ZIRALDO ALVES PINTO,
4A890M71M,COMPUTADOR CORE I3 7100 HD 500 4GB,E.M BILÍNGUE ZIRALDO ALVES PINTO,
4A890M741,COMPUTADOR CORE I3 7100 HD 500 4GB,E.M BILÍNGUE ITAMAR FRANCO,
4A890M756,COMPUTADOR CORE I3 7100 HD 500 4GB,EM ULYSSES SILVEIRA GUIMARÃES,
4A890M77G,COMPUTADOR CORE I3 7100 HD 500 4GB,E.M BILÍNGUE ITAMAR FRANCO,
4A890M87J,COMPUTADOR CORE I3 7100 HD 500 4GB,E.M BILÍNGUE ITAMAR FRANCO,
4A890M91S,COMPUTADOR CORE I3 7100 HD 500 4GB,EM CORA CORALINA,
4A890M97M,COMPUTADOR CORE I3 7100 HD 500 4GB,E.M BILÍNGUE ZIRALDO ALVES PINTO,
4A890MB38,COMPUTADOR CORE I3 7100 HD 500 4GB,EM SARGENTO JOÃO DÉLIO DOS SANTOS,
4A890MC7V,COMPUTADOR CORE I3 7100 HD 500 4GB,CRECHE E PRÉ -ESCOLA MUNICIPAL PEQUENO GUERREIRO,
4A890MD98,COMPUTADOR CORE I3 7100 HD 500 4GB,E.M BILÍNGUE ZIRALDO ALVES PINTO,
4A890MF1A,COMPUTADOR CORE I3 7100 HD 500 4GB,E.M BILÍNGUE ITAMAR FRANCO,
4A890MF74,COMPUTADOR CORE I3 7100 HD 500 4GB,"CRECHE E PRÉ-ESCOLA MUNICIPAL 
ALBERT SABIN",
4A890MF89,COMPUTADOR CORE I3 7100 HD 500 4GB,EM MINISTRO WALDEMAR ZVEITER,
4A890MF9E,COMPUTADOR CORE I3 7100 HD 500 4GB,CRECHE E EM DONA LEDA GRANJA VICTER,
4A890MG9H,COMPUTADOR CORE I3 7100 HD 500 4GB,EM MINISTRO WALDEMAR ZVEITER,
4A890MH1G,COMPUTADOR CORE I3 7100 HD 500 4GB,E.M BILÍNGUE ZIRALDO ALVES PINTO,
4A890MH65,COMPUTADOR CORE I3 7100 HD 500 4GB,EM ULYSSES SILVEIRA GUIMARÃES,
4A890MH9K,COMPUTADOR CORE I3 7100 HD 500 4GB,EM MINISTRO WALDEMAR ZVEITER,
4A890MJH0,COMPUTADOR CORE I3 7100 HD 500 4GB,EM ULYSSES SILVEIRA GUIMARÃES,
4A890MK3Z,COMPUTADOR CORE I3 7100 HD 500 4GB,EM MINISTRO WALDEMAR ZVEITER,
4A890MK44,COMPUTADOR CORE I3 7100 HD 500 4GB,EM ULYSSES SILVEIRA GUIMARÃES,
4A890MK7J,COMPUTADOR CORE I3 7100 HD 500 4GB,EM ULYSSES SILVEIRA GUIMARÃES,
4A890MK9T,COMPUTADOR CORE I3 7100 HD 500 4GB,"CRECHE E PRÉ-ESCOLA MUNICIPAL PROFª DALVA LAZARONI
DE MORAES",
4A890ML0N,COMPUTADOR CORE I3 7100 HD 500 4GB,E.M BILÍNGUE ITAMAR FRANCO,
4A890ML5C,COMPUTADOR CORE I3 7100 HD 500 4GB,E.M BILÍNGUE ZIRALDO ALVES PINTO,
4A890MM20,COMPUTADOR CORE I3 7100 HD 500 4GB,CRECHE E PRÉ- ESC MUNICIPAL PROFº JOÃO DE OLIVEIRA,
4A890MP29,COMPUTADOR CORE I3 7100 HD 500 4GB,CRECHE MUNICIPAL MARLUSE VICENTE DA SILVA,
4A890MP3E,COMPUTADOR CORE I3 7100 HD 500 4GB,CRECHE MUNICIPAL LÚCIA DE FATIMA BOMFIM DE CASTRO E SILVA,
4A890MP3K,COMPUTADOR CORE I3 7100 HD 500 4GB,CRECHE MUNICIPAL MARLUSE VICENTE DA SILVA,
4A890MP6T,COMPUTADOR CORE I3 7100 HD 500 4GB,E.M BILÍNGUE ZIRALDO ALVES PINTO,
4A890MP7Y,COMPUTADOR CORE I3 7100 HD 500 4GB,EM ULYSSES SILVEIRA GUIMARÃES,
4A890MQ5R,COMPUTADOR CORE I3 7100 HD 500 4GB,E.M BILÍNGUE ZIRALDO ALVES PINTO,
4A890MQ9B,COMPUTADOR CORE I3 7100 HD 500 4GB,E.M BILÍNGUE ZIRALDO ALVES PINTO,
4A890MR2F,COMPUTADOR CORE I3 7100 HD 500 4GB,E.M BILÍNGUE ITAMAR FRANCO,
4A890MR3K,COMPUTADOR CORE I3 7100 HD 500 4GB,CRECHE MUNICIPAL MARLUSE VICENTE DA SILVA,
4A890MR6Z,COMPUTADOR CORE I3 7100 HD 500 4GB,EM SARGENTO JOÃO DÉLIO DOS SANTOS,
4A890MR74,COMPUTADOR CORE I3 7100 HD 500 4GB,EM MINISTRO WALDEMAR ZVEITER,
4A890MS1D,COMPUTADOR CORE I3 7100 HD 500 4GB,E.M BILÍNGUE ITAMAR FRANCO,
4A890MS21,COMPUTADOR CORE I3 7100 HD 500 4GB,EM MINISTRO WALDEMAR ZVEITER,
4A890MS3N,COMPUTADOR CORE I3 7100 HD 500 4GB,E.M BILÍNGUE ZIRALDO ALVES PINTO,
4A890MS62,COMPUTADOR CORE I3 7100 HD 500 4GB,E.M BILÍNGUE ITAMAR FRANCO,
4A890MS77,COMPUTADOR CORE I3 7100 HD 500 4GB,EM ULYSSES SILVEIRA GUIMARÃES,
4A892K55S,COMPUTADOR CORE I3 7100 HD 500 4GB,CRECHE MUNICIPAL MARLUSE VICENTE DA SILVA,
4A893N20I,COMPUTADOR CORE I3 7100 HD 500 4GB,CADIS,
4M890M844,COMPUTADOR CORE I3 7100 HD 500 4GB,EM MINISTRO WALDEMAR ZVEITER,
4A8901I754,COMPUTADOR DELL,EM ULYSSES SILVEIRA GUIMARÃES,
G8NSG22,COMPUTADOR DELL,E.M BILÍNGUE ITAMAR FRANCO,
4JCNKF2,COMPUTADOR DELL I3 500GB,CADIS,
494L0Y1,COMPUTADOR DELL I3 8GB 240SSD,EM FRANCISCO OSWALDO NEVES DORNELLES,
51BR9X1,COMPUTADOR DELL I3 8GB 240SSD,EM ULYSSES SILVEIRA GUIMARÃES,
4D1C9S1,COMPUTADOR DELL I5 8GB 240SSD,EM LUIZ GAMA BORGES,
4ZXWWQ2,COMPUTADOR DELL I5 8GB 240SSD,"EM INTERCULTURAL MÉXICO - PROFª NILCELINA DOS SANTOS 
FERREIRA",
51PCSV1,COMPUTADOR DELL I5 8GB 240SSD,EM ULYSSES SILVEIRA GUIMARÃES,
8L7LCK2,COMPUTADOR DELL I5 8GB 240SSD,"EM INTERCULTURAL MÉXICO - PROFª NILCELINA DOS SANTOS 
FERREIRA",
BYLMVG2,COMPUTADOR DELL I5 8GB 240SSD,"EM INTERCULTURAL MÉXICO - PROFª NILCELINA DOS SANTOS 
FERREIRA",
F1LPJ82,COMPUTADOR DELL I5 8GB 240SSD,CRECHE E EM DONA LEDA GRANJA VICTER,
GW98MD2,COMPUTADOR DELL I5 8GB 240SSD,"EM INTERCULTURAL MÉXICO - PROFª NILCELINA DOS SANTOS 
FERREIRA",
7ZL5G22,COMPUTADOR DELL I5 8GB 500GB,E.M BILÍNGUE ITAMAR FRANCO,
CSSLJ82,COMPUTADOR DELL I5 8GB 500GB,E.M BILÍNGUE ITAMAR FRANCO,
G8N5G22,COMPUTADOR DELL I5 8GB 500GB,E.M BILÍNGUE ITAMAR FRANCO,
HTL5G22,COMPUTADOR DELL I5 8GB 500GB,E.M BILÍNGUE ITAMAR FRANCO,
J6N5G22,COMPUTADOR DELL I5 8GB 500GB,E.M BILÍNGUE ITAMAR FRANCO,
5JTQZX1,COMPUTADOR DELL OPTIPLEX,EM MINISTRO WALDEMAR ZVEITER,
6QSQZX1,COMPUTADOR DELL OPTIPLEX,E.M BILÍNGUE ITAMAR FRANCO,
855QZX1,COMPUTADOR DELL OPTIPLEX,"CRECHE E PRÉ-ESCOLA MUNICIPAL PROFª 
ROSALITA DA SILVA NETTO",
8SSQZX1,COMPUTADOR DELL OPTIPLEX,"CRECHE E PRÉ-ESCOLA MUNICIPAL PROFª 
ROSALITA DA SILVA NETTO",
DNTQZX1,COMPUTADOR DELL OPTIPLEX,E. M. PROFESSORA MARIA HELENA TENÓRIO CAVALCANTE,
FXWNZX1,COMPUTADOR DELL OPTIPLEX,"CRECHE E PRÉ-ESCOLA MUNICIPAL PROFª 
ROSALITA DA SILVA NETTO",
MH1311DC000707,COMPUTADOR DUAL CORE 4GB 500GB,"CRECHE E PRÉ-ESCOLA MUNICIPAL PROFª 
ROSALITA DA SILVA NETTO",
P1222006218,COMPUTADOR DUAL CORE 4GB 500GB,EM MINISTRO WALDEMAR ZVEITER,
0H143,COMPUTADOR HP,EM ULYSSES SILVEIRA GUIMARÃES,
BRJ843Y2KP,COMPUTADOR HP,EM LIONS,
BRJ83XZTV,COMPUTADOR HP I5 8GB 240SSD,EM PROF WALTER RUSSO DE SOUZA,
BRJ843XWB3,COMPUTADOR HP I5 8GB 240SSD,E. M. PROFESSORA MARIA HELENA TENÓRIO CAVALCANTE,
BRJ843XWKY,COMPUTADOR HP I5 8GB 240SSD,EM PROF WALTER RUSSO DE SOUZA,
BRJ843XWRM,COMPUTADOR HP I5 8GB 240SSD,EM PROF WALTER RUSSO DE SOUZA,
BRJ843XWXV,COMPUTADOR HP I5 8GB 240SSD,EM PROF WALTER RUSSO DE SOUZA,
BRJ843XX37,COMPUTADOR HP I5 8GB 240SSD,EM PROF WALTER RUSSO DE SOUZA,
BRJ843XY1D,COMPUTADOR HP I5 8GB 240SSD,E. M. PROFESSORA MARIA HELENA TENÓRIO CAVALCANTE,
BRJ843XY51,COMPUTADOR HP I5 8GB 240SSD,EM PROF WALTER RUSSO DE SOUZA,
BRJ843XY7N,COMPUTADOR HP I5 8GB 240SSD,E. M. PROFESSORA MARIA HELENA TENÓRIO CAVALCANTE,
BRJ843XYMF,COMPUTADOR HP I5 8GB 240SSD,EM BILÍNGUE SENOR ABRAVANEL SILVIO SANTOS,
BRJ843XYNP,COMPUTADOR HP I5 8GB 240SSD,EM BILÍNGUE SENOR ABRAVANEL SILVIO SANTOS,
BRJ843XYXT,COMPUTADOR HP I5 8GB 240SSD,"CRECHE E PRÉ-ESCOLA MUNICIPAL 
ALBERT SABIN",
BRJ843XYZN,COMPUTADOR HP I5 8GB 240SSD,EM PROF WALTER RUSSO DE SOUZA,
BRJ843XZD5,COMPUTADOR HP I5 8GB 240SSD,EM PROF WALTER RUSSO DE SOUZA,
BRJ843Y021,COMPUTADOR HP I5 8GB 240SSD,E. M. PROFESSORA MARIA HELENA TENÓRIO CAVALCANTE,
BRJ843Y05D,COMPUTADOR HP I5 8GB 240SSD,EM BILÍNGUE SENOR ABRAVANEL SILVIO SANTOS,
BRJ843Y08B,COMPUTADOR HP I5 8GB 240SSD,EM BILÍNGUE SENOR ABRAVANEL SILVIO SANTOS,
BRJ843Y091,COMPUTADOR HP I5 8GB 240SSD,EM BILÍNGUE SENOR ABRAVANEL SILVIO SANTOS,
BRJ843Y0BQ,COMPUTADOR HP I5 8GB 240SSD,E. M. PROFESSORA MARIA HELENA TENÓRIO CAVALCANTE,
BRJ843Y0BW,COMPUTADOR HP I5 8GB 240SSD,EM BILÍNGUE EMBAIXADOR OSWALDO ARANHA,
BRJ843Y0FV,COMPUTADOR HP I5 8GB 240SSD,EM BILÍNGUE SENOR ABRAVANEL SILVIO SANTOS,
BRJ843Y0JN,COMPUTADOR HP I5 8GB 240SSD,CRECHE E PRÉ- ESC MUNICIPAL PROFº JOÃO DE OLIVEIRA,
BRJ843Y0ND,COMPUTADOR HP I5 8GB 240SSD,EM BILÍNGUE SENOR ABRAVANEL SILVIO SANTOS,
BRJ843Y0QM,COMPUTADOR HP I5 8GB 240SSD,E. M. PROFESSORA MARIA HELENA TENÓRIO CAVALCANTE,
BRJ843Y17Y,COMPUTADOR HP I5 8GB 240SSD,E. M. PROFESSORA MARIA HELENA TENÓRIO CAVALCANTE,
BRJ843Y1CD,COMPUTADOR HP I5 8GB 240SSD,EM PROF WALTER RUSSO DE SOUZA,
BRJ843Y1VF,COMPUTADOR HP I5 8GB 240SSD,EM PROF WALTER RUSSO DE SOUZA,
BRJ843Y1XC,COMPUTADOR HP I5 8GB 240SSD,EM BRASIL-ITÁLIA,
BRJ843Y1Y9,COMPUTADOR HP I5 8GB 240SSD,E. M. PROFESSORA MARIA HELENA TENÓRIO CAVALCANTE,
BRJ843Y24D,COMPUTADOR HP I5 8GB 240SSD,E. M. PROFESSORA MARIA HELENA TENÓRIO CAVALCANTE,
BRJ843Y2BS,COMPUTADOR HP I5 8GB 240SSD,EM PROF WALTER RUSSO DE SOUZA,
BRJ843Y2JO,COMPUTADOR HP I5 8GB 240SSD,EM PROF WALTER RUSSO DE SOUZA,
BRJ843YOFC,COMPUTADOR HP I5 8GB 240SSD,"CRECHE E PRÉ-ESCOLA MUNICIPAL 
ALBERT SABIN",
BRJ848ZR62,COMPUTADOR HP I5 8GB 240SSD,E. M. PROFESSORA MARIA HELENA TENÓRIO CAVALCANTE,
BRJ929409S,COMPUTADOR HP I5 8GB 240SSD,EM BILÍNGUE EMBAIXADOR OSWALDO ARANHA,
BRJ93850ZW,COMPUTADOR HP I5 8GB 240SSD,EM PROF WALTER RUSSO DE SOUZA,
BRJ93851C4,COMPUTADOR HP I5 8GB 240SSD,EM PROF WALTER RUSSO DE SOUZA,
P0818004024,COMPUTADOR I3 4 GERAÇÃO,EM MINISTRO WALDEMAR ZVEITER,
P0617002639,COMPUTADOR I3 4GB 500GB,EM MINISTRO WALDEMAR ZVEITER,
P0618003922,COMPUTADOR I3 4GB 500GB,EM ULYSSES SILVEIRA GUIMARÃES,
P0222005568,COMPUTADOR I3 8GB 240SSD ,CRECHE MUNICIPAL HYDEKEL DE FREITAS LIMA,
P0320005082,COMPUTADOR I3 8GB 240SSD ,E. M. PROFESSORA MARIA HELENA TENÓRIO CAVALCANTE,
P0918004069,COMPUTADOR I3 8GB 240SSD ,CRECHE MUNICIPAL HYDEKEL DE FREITAS LIMA,
P1019004835,COMPUTADOR I3 8GB 240SSD ,E. M. PROFESSORA MARIA HELENA TENÓRIO CAVALCANTE,
P0317002245,COMPUTADOR I5 8GB 240SSD ,E. M. PROFESSORA MARIA HELENA TENÓRIO CAVALCANTE,
P0319004485,COMPUTADOR I5 8GB 240SSD ,CRECHE MUNICIPAL HYDEKEL DE FREITAS LIMA,
PE028DRH,COMPUTADOR LENOVO I3 8GB 240SSD,EM FRANCISCO OSWALDO NEVES DORNELLES,
PE028DX7,COMPUTADOR LENOVO I3 8GB 240SSD,EM FRANCISCO OSWALDO NEVES DORNELLES,
PE028DXB,COMPUTADOR LENOVO I3 8GB 240SSD,EM FRANCISCO OSWALDO NEVES DORNELLES,
PE029K13,COMPUTADOR LENOVO I3 8GB 240SSD,EM FRANCISCO OSWALDO NEVES DORNELLES,
PE02A90D,COMPUTADOR LENOVO I3 8GB 240SSD,EM FRANCISCO OSWALDO NEVES DORNELLES,
PE036U9H,COMPUTADOR LENOVO I3 8GB 240SSD,EM FRANCISCO OSWALDO NEVES DORNELLES,
PE03CYC5,COMPUTADOR LENOVO I3 8GB 240SSD,EM FRANCISCO OSWALDO NEVES DORNELLES,
PE03CYC9,COMPUTADOR LENOVO I3 8GB 240SSD,EM FRANCISCO OSWALDO NEVES DORNELLES,
PE03FVDW,COMPUTADOR LENOVO I3 8GB 240SSD,EM FRANCISCO OSWALDO NEVES DORNELLES ,
PE03NLV3,COMPUTADOR LENOVO I3 8GB 240SSD,EM FRANCISCO OSWALDO NEVES DORNELLES ,
PE03TNZW,COMPUTADOR LENOVO I3 8GB 240SSD,EM FRANCISCO OSWALDO NEVES DORNELLES ,
PE03TP0Q,COMPUTADOR LENOVO I3 8GB 240SSD,EM FRANCISCO OSWALDO NEVES DORNELLES ,
PE03TP0Z,COMPUTADOR LENOVO I3 8GB 240SSD,EM FRANCISCO OSWALDO NEVES DORNELLES ,
PE029MFR,COMPUTADOR LENOVO I5 8GB 240SSD,CRECHE MUNICIPAL FABIO TENÓRIO CAVALCANTI,
PE028DT0,COMPUTADOR LENOVO I5 8GB 240SSD ,EM MONTESE,
PE028DVP,COMPUTADOR LENOVO I5 8GB 240SSD ,EM MONTESE,
PE029G99,COMPUTADOR LENOVO I5 8GB 240SSD ,EM MONTESE,
PE029MFK,COMPUTADOR LENOVO I5 8GB 240SSD ,EM MONTESE,
PE036U9W,COMPUTADOR LENOVO I5 8GB 240SSD ,EM MONTESE,
PE03CYC4,COMPUTADOR LENOVO I5 8GB 240SSD ,EM MONTESE,
PE03CYC8,COMPUTADOR LENOVO I5 8GB 240SSD ,EM MONTESE,
PE03CYCV,COMPUTADOR LENOVO I5 8GB 240SSD ,EM MONTESE,
PE03DUGM,COMPUTADOR LENOVO I5 8GB 240SSD ,EM MONTESE,
PE03DUGQ,COMPUTADOR LENOVO I5 8GB 240SSD ,EM MONTESE,
PE03FVDM,COMPUTADOR LENOVO I5 8GB 240SSD ,EM MONTESE,
PE03FVDR,COMPUTADOR LENOVO I5 8GB 240SSD ,EM MONTESE,
PE03TNZP,COMPUTADOR LENOVO I5 8GB 240SSD ,EM MONTESE,
PE03TP0E,COMPUTADOR LENOVO I5 8GB 240SSD ,EM MONTESE,
5A247LX67,COMPUTADOR POSITIVO I3 4GB 1TB,"CRECHE E PRÉ-ESCOLA MUNICIPAL PROFª DALVA LAZARONI
DE MORAES",
4A890L540,COMPUTADOR POSITIVO I3 8GB 240SSD,E.M BILÍNGUE ZIRALDO ALVES PINTO,
4A890L5C,COMPUTADOR POSITIVO I3 8GB 240SSD,E.M BILÍNGUE ZIRALDO ALVES PINTO,
4A890M53N,COMPUTADOR POSITIVO I3 8GB 240SSD,E.M BILÍNGUE ZIRALDO ALVES PINTO,
4A890ML7M,COMPUTADOR POSITIVO I3 8GB 240SSD,CADIS,
4A892K63L,COMPUTADOR POSITIVO I3 8GB 240SSD,E.M BILÍNGUE ITAMAR FRANCO,
5A349RD2D,COMPUTADOR POSITIVO I5 16GB 240SSD,"EM Dr RICARDO AUGUSTO DE AZEREDO 
VIANNA",
5A3563N6Y,COMPUTADOR POSITIVO I5 16GB 240SSD,"EM Dr RICARDO AUGUSTO DE AZEREDO 
VIANNA",
5A356427J,COMPUTADOR POSITIVO I5 16GB 240SSD,"EM Dr RICARDO AUGUSTO DE AZEREDO 
VIANNA",
5A3563R7F,COMPUTADOR POSITIVO I5 16GB 480SSD RX580 8GB,"EM Dr RICARDO AUGUSTO DE AZEREDO 
VIANNA",
2430491010459,ESTABILIZADOR 300 VA MONO POWEREST,E. M. PROFESSORA MARIA HELENA TENÓRIO CAVALCANTE,
P0921005410,ESTABILIZADOR 300 VA MONO POWEREST,CADIS,
6473500154,ESTABILIZADOR APC 300VA BIVOLT/115V,CADIS,
200509842,ESTABILIZADOR POWEREST 300VA BIVOLT 4T PRETO,CRECHE E PRÉ -ESCOLA MUNICIPAL PEQUENO GUERREIRO,
201272311,ESTABILIZADOR POWEREST 300VA BIVOLT 4T PRETO,CADIS,
2319291010001,ESTABILIZADOR POWEREST 300VA BIVOLT 4T PRETO,E.M BILÍNGUE ITAMAR FRANCO,
2319291010002,ESTABILIZADOR POWEREST 300VA BIVOLT 4T PRETO,E.M BILÍNGUE ITAMAR FRANCO,
2319291010004,ESTABILIZADOR POWEREST 300VA BIVOLT 4T PRETO,E.M BILÍNGUE ITAMAR FRANCO,
2319291010005,ESTABILIZADOR POWEREST 300VA BIVOLT 4T PRETO,E.M BILÍNGUE ITAMAR FRANCO,
2319291010006,ESTABILIZADOR POWEREST 300VA BIVOLT 4T PRETO,E.M BILÍNGUE ITAMAR FRANCO,
2319291010007,ESTABILIZADOR POWEREST 300VA BIVOLT 4T PRETO,E.M BILÍNGUE ITAMAR FRANCO,
2319291010010,ESTABILIZADOR POWEREST 300VA BIVOLT 4T PRETO,E.M BILÍNGUE ITAMAR FRANCO,
2319291010151,ESTABILIZADOR POWEREST 300VA BIVOLT 4T PRETO,E.M BILÍNGUE ITAMAR FRANCO,
2319291010152,ESTABILIZADOR POWEREST 300VA BIVOLT 4T PRETO,E.M BILÍNGUE ITAMAR FRANCO,
2319291010154,ESTABILIZADOR POWEREST 300VA BIVOLT 4T PRETO,E.M BILÍNGUE ITAMAR FRANCO,
2319291010158,ESTABILIZADOR POWEREST 300VA BIVOLT 4T PRETO,E.M BILÍNGUE ITAMAR FRANCO,
2319291010159,ESTABILIZADOR POWEREST 300VA BIVOLT 4T PRETO,E.M BILÍNGUE ITAMAR FRANCO,
2319291010160,ESTABILIZADOR POWEREST 300VA BIVOLT 4T PRETO,E.M BILÍNGUE ITAMAR FRANCO,
2326391010281,ESTABILIZADOR POWEREST 300VA BIVOLT 4T PRETO,E.M BILÍNGUE ZIRALDO ALVES PINTO,
2326391010283,ESTABILIZADOR POWEREST 300VA BIVOLT 4T PRETO,E.M BILÍNGUE ZIRALDO ALVES PINTO,
2326391010288,ESTABILIZADOR POWEREST 300VA BIVOLT 4T PRETO,E.M BILÍNGUE ZIRALDO ALVES PINTO,
2326391010381,ESTABILIZADOR POWEREST 300VA BIVOLT 4T PRETO,E.M BILÍNGUE ZIRALDO ALVES PINTO,
2326391010382,ESTABILIZADOR POWEREST 300VA BIVOLT 4T PRETO,E.M BILÍNGUE ZIRALDO ALVES PINTO,
2326391010384,ESTABILIZADOR POWEREST 300VA BIVOLT 4T PRETO,E.M BILÍNGUE ZIRALDO ALVES PINTO,
2326391010385,ESTABILIZADOR POWEREST 300VA BIVOLT 4T PRETO,E.M BILÍNGUE ZIRALDO ALVES PINTO,
2326391010386,ESTABILIZADOR POWEREST 300VA BIVOLT 4T PRETO,E.M BILÍNGUE ZIRALDO ALVES PINTO,
2326391010387,ESTABILIZADOR POWEREST 300VA BIVOLT 4T PRETO,E.M BILÍNGUE ZIRALDO ALVES PINTO,
2326391010388,ESTABILIZADOR POWEREST 300VA BIVOLT 4T PRETO,E.M BILÍNGUE ZIRALDO ALVES PINTO,
2326391010389,ESTABILIZADOR POWEREST 300VA BIVOLT 4T PRETO,E.M BILÍNGUE ZIRALDO ALVES PINTO,
2326391010390,ESTABILIZADOR POWEREST 300VA BIVOLT 4T PRETO,E.M BILÍNGUE ZIRALDO ALVES PINTO,
2326491010383,ESTABILIZADOR POWEREST 300VA BIVOLT 4T PRETO,E.M BILÍNGUE ZIRALDO ALVES PINTO,
2332191010864,ESTABILIZADOR POWEREST 300VA BIVOLT 4T PRETO,"EM INTERCULTURAL MÉXICO - PROFª NILCELINA DOS SANTOS 
FERREIRA",
2332191010865,ESTABILIZADOR POWEREST 300VA BIVOLT 4T PRETO,"EM INTERCULTURAL MÉXICO - PROFª NILCELINA DOS SANTOS 
FERREIRA",
2332191010866,ESTABILIZADOR POWEREST 300VA BIVOLT 4T PRETO,"EM INTERCULTURAL MÉXICO - PROFª NILCELINA DOS SANTOS 
FERREIRA",
2332191010868,ESTABILIZADOR POWEREST 300VA BIVOLT 4T PRETO,"EM INTERCULTURAL MÉXICO - PROFª NILCELINA DOS SANTOS 
FERREIRA",
2333191010985,ESTABILIZADOR POWEREST 300VA BIVOLT 4T PRETO,CRECHE MUNICIPAL LÚCIA DE FATIMA BOMFIM DE CASTRO E SILVA,
2333191010986,ESTABILIZADOR POWEREST 300VA BIVOLT 4T PRETO,CRECHE MUNICIPAL LÚCIA DE FATIMA BOMFIM DE CASTRO E SILVA,
2333191010989,ESTABILIZADOR POWEREST 300VA BIVOLT 4T PRETO,CRECHE MUNICIPAL LÚCIA DE FATIMA BOMFIM DE CASTRO E SILVA,
2403491010291,ESTABILIZADOR POWEREST 300VA BIVOLT 4T PRETO,EM ULYSSES SILVEIRA GUIMARÃES,
2403491010292,ESTABILIZADOR POWEREST 300VA BIVOLT 4T PRETO,EM ULYSSES SILVEIRA GUIMARÃES,
2403491010294,ESTABILIZADOR POWEREST 300VA BIVOLT 4T PRETO,EM ULYSSES SILVEIRA GUIMARÃES,
2403491010296,ESTABILIZADOR POWEREST 300VA BIVOLT 4T PRETO,EM ULYSSES SILVEIRA GUIMARÃES,
2403491010297,ESTABILIZADOR POWEREST 300VA BIVOLT 4T PRETO,EM ULYSSES SILVEIRA GUIMARÃES,
2403491010298,ESTABILIZADOR POWEREST 300VA BIVOLT 4T PRETO,EM ULYSSES SILVEIRA GUIMARÃES,
2403491010299,ESTABILIZADOR POWEREST 300VA BIVOLT 4T PRETO,EM ULYSSES SILVEIRA GUIMARÃES,
2403491010300,ESTABILIZADOR POWEREST 300VA BIVOLT 4T PRETO,EM ULYSSES SILVEIRA GUIMARÃES,
2403491010371,ESTABILIZADOR POWEREST 300VA BIVOLT 4T PRETO,EM ULYSSES SILVEIRA GUIMARÃES,
2403491010372,ESTABILIZADOR POWEREST 300VA BIVOLT 4T PRETO,EM ULYSSES SILVEIRA GUIMARÃES,
2403491010373,ESTABILIZADOR POWEREST 300VA BIVOLT 4T PRETO,EM ULYSSES SILVEIRA GUIMARÃES,
2403491010375,ESTABILIZADOR POWEREST 300VA BIVOLT 4T PRETO,E.M BILÍNGUE ZIRALDO ALVES PINTO,
2403491010376,ESTABILIZADOR POWEREST 300VA BIVOLT 4T PRETO,CADIS,
2403491010377,ESTABILIZADOR POWEREST 300VA BIVOLT 4T PRETO,EM ULYSSES SILVEIRA GUIMARÃES,
2403491010378,ESTABILIZADOR POWEREST 300VA BIVOLT 4T PRETO,EM ULYSSES SILVEIRA GUIMARÃES,
2403491010380,ESTABILIZADOR POWEREST 300VA BIVOLT 4T PRETO,E.M BILÍNGUE ZIRALDO ALVES PINTO,
2419391010374,ESTABILIZADOR POWEREST 300VA BIVOLT 4T PRETO,CRECHE MUNICIPAL MARLUSE VICENTE DA SILVA,
2419391010375,ESTABILIZADOR POWEREST 300VA BIVOLT 4T PRETO,CRECHE MUNICIPAL MARLUSE VICENTE DA SILVA,
2419391010376,ESTABILIZADOR POWEREST 300VA BIVOLT 4T PRETO,CRECHE MUNICIPAL MARLUSE VICENTE DA SILVA,
2419391010378,ESTABILIZADOR POWEREST 300VA BIVOLT 4T PRETO,CRECHE MUNICIPAL MARLUSE VICENTE DA SILVA,
2419391010395,ESTABILIZADOR POWEREST 300VA BIVOLT 4T PRETO,EM MINISTRO WALDEMAR ZVEITER,
2419391010400,ESTABILIZADOR POWEREST 300VA BIVOLT 4T PRETO,"EM Dr RICARDO AUGUSTO DE AZEREDO 
VIANNA",
