Serie,Modelo,Local,
CN0668VC7426166K2WUB,"MONITOR DELL 21,5 POLEGADAS",E.M BILÍNGUE ZIRALDO ALVES PINTO,
CN07CT167426138Q1DPL,"MONITOR DELL 21,5 POLEGADAS","CRECHE MUNICIPAL PROFª JESUÍNA 
FÁTIMA DE ANDRADE",
CN0N2D7T7444546PAAUS,"MONITOR DELL 21,5 POLEGADAS",E.M BILÍNGUE ZIRALDO ALVES PINTO,
CN0N2D7T7444547GDH9L,"MONITOR DELL 21,5 POLEGADAS",E.M BILÍNGUE ZIRALDO ALVES PINTO,
CN0WM4WV6418034R0YET,"MONITOR DELL 21,5 POLEGADAS","EM Dr RICARDO AUGUSTO DE AZEREDO 
VIANNA",
CN0WM4WV6418039G06TT,"MONITOR DELL 21,5 POLEGADAS","EM Dr RICARDO AUGUSTO DE AZEREDO 
VIANNA",
CN0WM4WV6418039G0ERT,"MONITOR DELL 21,5 POLEGADAS","EM Dr RICARDO AUGUSTO DE AZEREDO 
VIANNA",
M2104001614,"MONITOR DELL 21,5 POLEGADAS",E.M BILÍNGUE ZIRALDO ALVES PINTO,
BR0X34PF0759127U3DCM,MONITOR DELL E1912HC,E.M BILÍNGUE ITAMAR FRANCO,
CN0MG0JJ74445168A3NL,MONITOR DELL MODELO P190ST,E.M BILÍNGUE ZIRALDO ALVES PINTO,
CN03GTCV728723B6C95L,MONITOR DELL MODELO P1913SB,E.M BILÍNGUE ZIRALDO ALVES PINTO,
CN07CT167426135I145U,MONITOR DELL MODELO P1913SB,E.M BILÍNGUE ZIRALDO ALVES PINTO,
CN07CT167426135M1TAU,MONITOR DELL MODELO P1913SB,CADIS,
BR070GJH0759165505PI,MONITOR DELL MODELO U2211HT,CRECHE E PRÉ- ESC MUNICIPAL PROFº JOÃO DE OLIVEIRA,
BR0N8F3M075912CA0L8M,MONITOR DELL MODELO U2211HT,"CRECHE E PRÉ-ESCOLA MUNICIPAL PROFª 
ROSALITA DA SILVA NETTO",
BR0N8F3M075912CA1RYM,MONITOR DELL MODELO U2211HT,"CRECHE E PRÉ-ESCOLA MUNICIPAL PROFª 
ROSALITA DA SILVA NETTO",
195HQLED134604211115,"MONITOR HQ 19,5 POLEGADAS",EM ULYSSES SILVEIRA GUIMARÃES,
195HQLED1359072107843,"MONITOR HQ 19,5 POLEGADAS",EM ULYSSES SILVEIRA GUIMARÃES,
606SPAE0L880,"MONITOR LED LG 19,5 VESA",E.M BILÍNGUE ZIRALDO ALVES PINTO,
VH105142,"MONITOR LENOVO 19,5 POLEGADAS",E.M BILÍNGUE ITAMAR FRANCO,
SVA171369,MONITOR LENOVO THINKVISION S22E19,EM SARGENTO JOÃO DÉLIO DOS SANTOS,
SVA173544,MONITOR LENOVO THINKVISION S22E19,CRECHE MUNICIPAL ZELINA PENIDO DA ROSA,
SVA174368,MONITOR LENOVO THINKVISION S22E19,EM MINISTRO WALDEMAR ZVEITER,
SVA175859,MONITOR LENOVO THINKVISION S22E19,CRECHE MUNICIPAL ZELINA PENIDO DA ROSA,
SVA176297,MONITOR LENOVO THINKVISION S22E19,CRECHE MUNICIPAL ZELINA PENIDO DA ROSA,
SVA456989,MONITOR LENOVO THINKVISION S22E19,EM SARGENTO JOÃO DÉLIO DOS SANTOS,
SVA461485,MONITOR LENOVO THINKVISION S22E19,EM SARGENTO JOÃO DÉLIO DOS SANTOS,
SVA461520,MONITOR LENOVO THINKVISION S22E19,CRECHE MUNICIPAL ZELINA PENIDO DA ROSA,
SVA463119,MONITOR LENOVO THINKVISION S22E19,EM SARGENTO JOÃO DÉLIO DOS SANTOS,
VHB150992,MONITOR LENOVO THINKVISION S22E19,EM CORA CORALINA,
VHC3994,MONITOR LENOVO THINKVISION S22E19,EM MINISTRO WALDEMAR ZVEITER,
211SPQJ2D292,"MONITOR LG 18,5 POLEGADAS",EM ULYSSES SILVEIRA GUIMARÃES,
212SPLC0A000,"MONITOR LG 18,5 POLEGADAS",EM ULYSSES SILVEIRA GUIMARÃES,
BRG11004XN,"MONITOR LG 18,5 POLEGADAS",EM ULYSSES SILVEIRA GUIMARÃES,
104SPKN54789,"MONITOR LG 19,5 POLEGADAS",E. M. PROFESSORA MARIA HELENA TENÓRIO CAVALCANTE,
108SPFX0C467,"MONITOR LG 19,5 POLEGADAS","ANEXO (Creche) : IGREJA METODISTA  CENTRAL DE 
DUQUE DE CAXIAS",
108SPXV0A546,"MONITOR LG 19,5 POLEGADAS",EM MINISTRO WALDEMAR ZVEITER,
212SPQJ0C372,"MONITOR LG 19,5 POLEGADAS","CRECHE E PRÉ-ESCOLA MUNICIPAL 
ALBERT SABIN",
304SPPB0C624,"MONITOR LG 19,5 POLEGADAS",EM MINISTRO WALDEMAR ZVEITER,
608SPFX02259,"MONITOR LG 19,5 POLEGADAS",EM MINISTRO WALDEMAR ZVEITER,
608SPMZ01051,"MONITOR LG 19,5 POLEGADAS","CRECHE E PRÉ-ESCOLA MUNICIPAL PROFª DALVA LAZARONI
DE MORAES",
608SPUU0Q974,"MONITOR LG 19,5 POLEGADAS",E.M BILÍNGUE ITAMAR FRANCO,
609SPTM05761,"MONITOR LG 19,5 POLEGADAS",EM LUIZ GAMA BORGES,
703SPNY14151,"MONITOR LG 19,5 POLEGADAS","CRECHE E PRÉ-ESCOLA MUNICIPAL PROFª DALVA LAZARONI
DE MORAES",
CMP0033288DEC11108,"MONITOR PCTOP 19,5",EM MINISTRO WALDEMAR ZVEITER,
78KLMJ3,NOTEBOOK DELL LATITUDE E6430,EM FRANCISCO OSWALDO NEVES DORNELLES ,
7LWVRH3,NOTEBOOK DELL LATITUDE E6431,CRECHE MUNICIPAL FABIO TENÓRIO CAVALCANTI,
10VT6K3,NOTEBOOK DELL LATITUDE E7270  I5 6300U  8GB 128SSD,EE MUNICIPALIZADA MARECHAL MASCARENHAS DE MORAES,
13WVRH3,NOTEBOOK DELL LATITUDE E7270  I5 6300U  8GB 128SSD,E.M BILÍNGUE ITAMAR FRANCO,
1C6Y6K3,NOTEBOOK DELL LATITUDE E7270  I5 6300U  8GB 128SSD,CRECHE MUNICIPAL MARLUSE VICENTE DA SILVA,
1DTT6K3,NOTEBOOK DELL LATITUDE E7270  I5 6300U  8GB 128SSD,EM PROF WALTER RUSSO DE SOUZA,
1FWVRH3,NOTEBOOK DELL LATITUDE E7270  I5 6300U  8GB 128SSD,EM OLINDA BONTURI BOLSONARO,
1G7GMJ3,NOTEBOOK DELL LATITUDE E7270  I5 6300U  8GB 128SSD,EM SARGENTO JOÃO DÉLIO DOS SANTOS,
1JTT6K3,NOTEBOOK DELL LATITUDE E7270  I5 6300U  8GB 128SSD,CRECHE MUNICIPAL MONSENHOR LIBRELLOTO,
1KTT6K3,NOTEBOOK DELL LATITUDE E7270  I5 6300U  8GB 128SSD,CRECHE E ESCOLA MUNICIPAL PROFª LAURA D'AQUINO LONGO,
1KWVRH3,NOTEBOOK DELL LATITUDE E7270  I5 6300U  8GB 128SSD,"EM INTERCULTURAL MÉXICO - PROFª NILCELINA DOS SANTOS 
FERREIRA",
1NDX6K3,NOTEBOOK DELL LATITUDE E7270  I5 6300U  8GB 128SSD,EM JARDIM ANHANGÁ,
1P701H3,NOTEBOOK DELL LATITUDE E7270  I5 6300U  8GB 128SSD,EM PROF JOSÉ DE SOUZA HERDY,
1SVVRH3,NOTEBOOK DELL LATITUDE E7270  I5 6300U  8GB 128SSD,CRECHE e EM DR. ÁLVARO ALBERTO,
1W701H3,NOTEBOOK DELL LATITUDE E7270  I5 6300U  8GB 128SSD,EM CORONEL ELISEU,
1WTT6K3,NOTEBOOK DELL LATITUDE E7270  I5 6300U  8GB 128SSD,"CRECHE E PRÉ-ESCOLA MUNICIPAL 
ALBERT SABIN",
1YVVRH3,NOTEBOOK DELL LATITUDE E7270  I5 6300U  8GB 128SSD,EE MUNICIPALIZADA GUSTAVO ARMBRUST,
1ZJSCJ3,NOTEBOOK DELL LATITUDE E7270  I5 6300U  8GB 128SSD,EM LENI FERNANDES DO NASCIMENTO,
27WVRH3,NOTEBOOK DELL LATITUDE E7270  I5 6300U  8GB 128SSD,EM BARRO BRANCO,
28WVRH3,NOTEBOOK DELL LATITUDE E7270  I5 6300U  8GB 128SSD,"EM PROFª CARMEN LÚCIA RESENDE 
ALVIM DA SILVA",
2G7GMJ3,NOTEBOOK DELL LATITUDE E7270  I5 6300U  8GB 128SSD,EM CFN EDUARDO GOMES DE OLIVEIRA,
2HWVRH3,NOTEBOOK DELL LATITUDE E7270  I5 6300U  8GB 128SSD,EM ANA NERY,
2J1GMJ3,NOTEBOOK DELL LATITUDE E7270  I5 6300U  8GB 128SSD,CRECHE E EM DONA LEDA GRANJA VICTER,
2JWVRH3,NOTEBOOK DELL LATITUDE E7270  I5 6300U  8GB 128SSD,EE MUNICIPALIZADA ALBERTO SANTOS DUMONT,
2V701H3,NOTEBOOK DELL LATITUDE E7270  I5 6300U  8GB 128SSD,EM BARÃO DO RIO BRANCO,
2WVVRH3,NOTEBOOK DELL LATITUDE E7270  I5 6300U  8GB 128SSD,EE MUNIPALIZADA TANCREDO NEVES,
2X701H3,NOTEBOOK DELL LATITUDE E7270  I5 6300U  8GB 128SSD,EM JOSÉ MEDEIROS CABRAL,
2XVVRH3,NOTEBOOK DELL LATITUDE E7270  I5 6300U  8GB 128SSD,EM SANTA LUZIA,
31801H3,NOTEBOOK DELL LATITUDE E7270  I5 6300U  8GB 128SSD,EM MARIA JOSÉ DE OLIVEIRA,
38CPXG3,NOTEBOOK DELL LATITUDE E7270  I5 6300U  8GB 128SSD,EM NOSSA SENHORA DO PILAR,
3D1VCJ3,NOTEBOOK DELL LATITUDE E7270  I5 6300U  8GB 128SSD,"EM Dr RICARDO AUGUSTO DE AZEREDO 
VIANNA",
3FWVRH3,NOTEBOOK DELL LATITUDE E7270  I5 6300U  8GB 128SSD,EM CORA CORALINA,
3GWVRH3,NOTEBOOK DELL LATITUDE E7270  I5 6300U  8GB 128SSD,EE MUNICIPALIZADA SERGIPE,
3JWVRH3,NOTEBOOK DELL LATITUDE E7270  I5 6300U  8GB 128SSD,EM PROFª HILDA DO CARMO SIQUEIRA,
3LTT6K3,NOTEBOOK DELL LATITUDE E7270  I5 6300U  8GB 128SSD,EM PROF JOÃO FAUSTINO DE FRANÇA SOBRINHO,
3M701H3,NOTEBOOK DELL LATITUDE E7270  I5 6300U  8GB 128SSD,CIEP BRIZOLÃO MUNICIPALIZADO 227 - PROCÓPIO FERREIRA,
3NDX6K3,NOTEBOOK DELL LATITUDE E7270  I5 6300U  8GB 128SSD,EM HERMÍNIA CALDAS DA SILVA,
3WJSCJ3,NOTEBOOK DELL LATITUDE E7270  I5 6300U  8GB 128SSD,EM PROFª OLGA TEIXEIRA DE OLIVEIRA,
3YJSCJ3,NOTEBOOK DELL LATITUDE E7270  I5 6300U  8GB 128SSD,EM JARDIM GRAMACHO,
3YQP4K3,NOTEBOOK DELL LATITUDE E7270  I5 6300U  8GB 128SSD,EM CORAÇÃO DE JESUS,
3Z701H3,NOTEBOOK DELL LATITUDE E7270  I5 6300U  8GB 128SSD,EM VILA OPERÁRIA,
42WVRH3,NOTEBOOK DELL LATITUDE E7270  I5 6300U  8GB 128SSD,CRECHE E PRÉ -ESCOLA MUNICIPAL PEQUENO GUERREIRO,
43CPXG3,NOTEBOOK DELL LATITUDE E7270  I5 6300U  8GB 128SSD,CRECHE E PRÉ ESCOLA MUNICIPAL MARIA JOSÉ DA CONCEIÇÃO,
47CPXG3,NOTEBOOK DELL LATITUDE E7270  I5 6300U  8GB 128SSD,"CRECHE E PRÉ-ESCOLA MUNICIPAL PROFª 
ROSALITA DA SILVA NETTO",
48CPXG3,NOTEBOOK DELL LATITUDE E7270  I5 6300U  8GB 128SSD,"CRECHE E PRÉ- ESCOLA MUNICIPAL PROFª ROSA 
ANGÉLICA FONSECA DE OLIVEIRA",
4H1GMJ3,NOTEBOOK DELL LATITUDE E7270  I5 6300U  8GB 128SSD,EM BRASIL-ITÁLIA,
4J1VCJ3,NOTEBOOK DELL LATITUDE E7270  I5 6300U  8GB 128SSD,EM PEDRO RODRIGUES DO CARMO,
4V701H3,NOTEBOOK DELL LATITUDE E7270  I5 6300U  8GB 128SSD,EM Dr GASTÃO REIS,
4YQSCJ3,NOTEBOOK DELL LATITUDE E7270  I5 6300U  8GB 128SSD,CCAIC - JARDIM ANHANGÁ,
53CTKF2,NOTEBOOK DELL LATITUDE E7270  I5 6300U  8GB 128SSD,EM NÍSIA VILELA FERNANDES,
53WVRH3,NOTEBOOK DELL LATITUDE E7270  I5 6300U  8GB 128SSD,EM CASTRO ALVES,
55WVRH3,NOTEBOOK DELL LATITUDE E7270  I5 6300U  8GB 128SSD,CRECHE MUNICIPAL LÚCIA DE FATIMA BOMFIM DE CASTRO E SILVA,
57WVRH3,NOTEBOOK DELL LATITUDE E7270  I5 6300U  8GB 128SSD,CRECHE E PRÉ ESCOLA MUNICIPAL ABNE MARQUES ABREU,
59VT6K3,NOTEBOOK DELL LATITUDE E7270  I5 6300U  8GB 128SSD,EM ALMIRANTE TAMANDARÉ,
5FWVRH3,NOTEBOOK DELL LATITUDE E7270  I5 6300U  8GB 128SSD,"CRECHE MUNICIPAL PROFª JESUÍNA 
FÁTIMA DE ANDRADE",
5J1GMJ3,NOTEBOOK DELL LATITUDE E7270  I5 6300U  8GB 128SSD,EE MUNICIPALIZADA BAIRRO CALIFÓRNIA,
5KWVRH3,NOTEBOOK DELL LATITUDE E7270  I5 6300U  8GB 128SSD,CRECHE MUNICIPAL ZELINA PENIDO DA ROSA,
5M701H3,NOTEBOOK DELL LATITUDE E7270  I5 6300U  8GB 128SSD,EM SANTO AGOSTINHO,
5P1GMJ3,NOTEBOOK DELL LATITUDE E7270  I5 6300U  8GB 128SSD,"CRECHE e PRÉ-ESC MUNICIPAL PROFª 
ARMANDA ÁLVARO ALBERTO",
5SVVRH3,NOTEBOOK DELL LATITUDE E7270  I5 6300U  8GB 128SSD,EM ANÍSIO SPÍNOLA TEIXEIRA,
5X701H3,NOTEBOOK DELL LATITUDE E7270  I5 6300U  8GB 128SSD,EE MUNICIPALIZADA GENERAL TIBÚRCIO,
5YVVRH3,NOTEBOOK DELL LATITUDE E7270  I5 6300U  8GB 128SSD,CRECHE E PRÉ- ESC MUNICIPAL COMUNITÁRIA SÃO SEBASTIÃO,
61801H3,NOTEBOOK DELL LATITUDE E7270  I5 6300U  8GB 128SSD,"CRECHE MUNICIPAL IRMÃ ARNALDA DA  SILVA 
NEVES",
62801H3,NOTEBOOK DELL LATITUDE E7270  I5 6300U  8GB 128SSD,EM  MARIA DAS GRAÇAS CARDOSO BIGHI,
62CPXG3,NOTEBOOK DELL LATITUDE E7270  I5 6300U  8GB 128SSD,EM PARQUE CAPIVARI,
62WVRH3,NOTEBOOK DELL LATITUDE E7270  I5 6300U  8GB 128SSD,EM PASTOR ERNANI BATISTA DE LIMA,
68WVRH3,NOTEBOOK DELL LATITUDE E7270  I5 6300U  8GB 128SSD,EM REGINA CELI DA SILVA CERDEIRA,
69WZRH3,NOTEBOOK DELL LATITUDE E7270  I5 6300U  8GB 128SSD,CRECHE e ESCOLA MUNICIPAL PARTEIRA ODETE MARIA DE OLIVEIRA,
6CWVRH3,NOTEBOOK DELL LATITUDE E7270  I5 6300U  8GB 128SSD,EM PROFª DULCE TRINDADE BRAGA,
6LWVRH3,NOTEBOOK DELL LATITUDE E7270  I5 6300U  8GB 128SSD,CIEP BRIZOLÃO MUNICIPALIZADO 407 - NEUSA GOULART BRIZOLA,
6V701H3,NOTEBOOK DELL LATITUDE E7270  I5 6300U  8GB 128SSD,EM ANA DE SOUZA HERDY,
6VVVRH3,NOTEBOOK DELL LATITUDE E7270  I5 6300U  8GB 128SSD,CIEP BRIZOLÃO MUNICIPALIZADO 319 - ODUVALDO VIANA FILHO,
6W701H3,NOTEBOOK DELL LATITUDE E7270  I5 6300U  8GB 128SSD,EM WILSON DE OLIVEIRA SIMÕES,
6Z701H3,NOTEBOOK DELL LATITUDE E7270  I5 6300U  8GB 128SSD,EM SANTO IZIDRO,
70801H3,NOTEBOOK DELL LATITUDE E7270  I5 6300U  8GB 128SSD,EM PEDRO PAULO DA SILVA,
70JSCJ3,NOTEBOOK DELL LATITUDE E7270  I5 6300U  8GB 128SSD,EM SENADOR AFONSO ARINOS,
72WVRH3,NOTEBOOK DELL LATITUDE E7270  I5 6300U  8GB 128SSD,EE MUNICIPALIZADA PROFª MARIANA NUNES PASSOS,
73CPXG3,NOTEBOOK DELL LATITUDE E7270  I5 6300U  8GB 128SSD,CIEP BRIZOLÃO MUNICIPALIZADO 330 -MARIA DA GLORIA CORREA LEMOS,
75WVRH3,NOTEBOOK DELL LATITUDE E7270  I5 6300U  8GB 128SSD,EM MARILÂNDIA,
78CPXG3,NOTEBOOK DELL LATITUDE E7270  I5 6300U  8GB 128SSD,CRECHE E PRÉ-ESCOLA MUNICIPAL JORNALISTA SUSANA NASPOLINI,
7C6Y6K3,NOTEBOOK DELL LATITUDE E7270  I5 6300U  8GB 128SSD,EM DARCY RIBEIRO,
7CWVRH3,NOTEBOOK DELL LATITUDE E7270  I5 6300U  8GB 128SSD,EM JOAQUIM DA SILVA PEÇANHA,
7F1VCJ3,NOTEBOOK DELL LATITUDE E7270  I5 6300U  8GB 128SSD,EM PROF ROMEU MENEZES DOS SANTOS,
7LDX6K3,NOTEBOOK DELL LATITUDE E7270  I5 6300U  8GB 128SSD,CIEP BRIZOLÃO MUNICIPALIZADO 120 - MONTEIRO LOBATO,
7P1GMJ3,NOTEBOOK DELL LATITUDE E7270  I5 6300U  8GB 128SSD,EM VISCONDE DE ITABORAÍ,
7THRCJ3,NOTEBOOK DELL LATITUDE E7270  I5 6300U  8GB 128SSD,CCAIC - XERÉM,
7XTT6K3,NOTEBOOK DELL LATITUDE E7270  I5 6300U  8GB 128SSD,CRECHE e EM POETISA CECÍLIA MEIRELES,
7XVVRH3,NOTEBOOK DELL LATITUDE E7270  I5 6300U  8GB 128SSD,CIEP BRIZOLÃO MUNICIPALIZADO 318 - PAULO MENDES CAMPOS,
85WVRH3,NOTEBOOK DELL LATITUDE E7270  I5 6300U  8GB 128SSD,EM CIDADE DOS MENINOS,
87RSCJ3,NOTEBOOK DELL LATITUDE E7270  I5 6300U  8GB 128SSD,EM MARCÍLIO DIAS,
88RSCJ3,NOTEBOOK DELL LATITUDE E7270  I5 6300U  8GB 128SSD,EM PROFª AMÉLIA CÂMARA DOS SANTOS,
8KJSCJ3,NOTEBOOK DELL LATITUDE E7270  I5 6300U  8GB 128SSD,EM LAURENTINA CARDOSO DUARTE,
8RVVRH3,NOTEBOOK DELL LATITUDE E7270  I5 6300U  8GB 128SSD,EM MAURO DE CASTRO,
8X701H3,NOTEBOOK DELL LATITUDE E7270  I5 6300U  8GB 128SSD,EM DARCY VARGAS,
8XVVRH3,NOTEBOOK DELL LATITUDE E7270  I5 6300U  8GB 128SSD,CRECHE MUNICIPAL HYDEKEL DE FREITAS LIMA,
90801H3,NOTEBOOK DELL LATITUDE E7270  I5 6300U  8GB 128SSD,EM CARLOTA MACHADO,
92801H3,NOTEBOOK DELL LATITUDE E7270  I5 6300U  8GB 128SSD,CRECHE E PRÉ-ESC MUNICIPAL GANDUR ASSED,
94WVRH3,NOTEBOOK DELL LATITUDE E7270  I5 6300U  8GB 128SSD,E.M BILÍNGUE ZIRALDO ALVES PINTO,
97CPXG3,NOTEBOOK DELL LATITUDE E7270  I5 6300U  8GB 128SSD,EE MUNICIPALIZADA CASTRO ALVES,
99WZH3,NOTEBOOK DELL LATITUDE E7270  I5 6300U  8GB 128SSD,"CRECHE E PRÉ-ESCOLA MUNICIPAL DEPUTADO 
JOSÉ CARLOS COUTINHO",
9DWVRH3,NOTEBOOK DELL LATITUDE E7270  I5 6300U  8GB 128SSD,EM MONTEIRO LOBATO,
9JTT6K3,NOTEBOOK DELL LATITUDE E7270  I5 6300U  8GB 128SSD,EM EXPEDICIONÁRIO AQUINO DE ARAÚJO,
9JWVRH3,NOTEBOOK DELL LATITUDE E7270  I5 6300U  8GB 128SSD,CRECHE e EM BAIRRO TABULEIRO,
9N701H3,NOTEBOOK DELL LATITUDE E7270  I5 6300U  8GB 128SSD,EM MINISTRO WALDEMAR ZVEITER,
9VVVRH3,NOTEBOOK DELL LATITUDE E7270  I5 6300U  8GB 128SSD,CRECHE E PRÉ- ESC MUNICIPAL PROFº JOÃO DE OLIVEIRA,
9WRTCJ3,NOTEBOOK DELL LATITUDE E7270  I5 6300U  8GB 128SSD,EM HELENA AGUIAR DE MEDEIROS,
9ZQSCJ3,NOTEBOOK DELL LATITUDE E7270  I5 6300U  8GB 128SSD,EM JAYME FICHMAN,
9ZTT6K3,NOTEBOOK DELL LATITUDE E7270  I5 6300U  8GB 128SSD,EM IMACULADA CONCEIÇÃO,
B6CPXG3,NOTEBOOK DELL LATITUDE E7270  I5 6300U  8GB 128SSD,CIEP BRIZOLÃO MUNICIPALIZADO 338 - CÉLIA RABELO,
B9GRCJ3,NOTEBOOK DELL LATITUDE E7270  I5 6300U  8GB 128SSD,EM LUIZ GAMA BORGES,
B9WVRH3,NOTEBOOK DELL LATITUDE E7270  I5 6300U  8GB 128SSD,EM VINTE E UM DE ABRIL,
BD1GMJ3,NOTEBOOK DELL LATITUDE E7270  I5 6300U  8GB 128SSD,EM BOM RETIRO,
BDKLMJ3,NOTEBOOK DELL LATITUDE E7270  I5 6300U  8GB 128SSD,EM PROFª SÔNIA REGINA SCUDESE DESSEMONE PINTO,
BL1VCJ3,NOTEBOOK DELL LATITUDE E7270  I5 6300U  8GB 128SSD,EM PRESIDENTE VARGAS,
BS701H3,NOTEBOOK DELL LATITUDE E7270  I5 6300U  8GB 128SSD,EM GOVERNADOR MÁRIO COVAS JÚNIOR,
BV701H3,NOTEBOOK DELL LATITUDE E7270  I5 6300U  8GB 128SSD,"CRECHE e PRÉ-ESCOLA MUNICIPAL 
PROFª MARÍLIA DA SILVA SIQUEIRA",
BZ701H3,NOTEBOOK DELL LATITUDE E7270  I5 6300U  8GB 128SSD,"CRECHE E PRÉ-ESCOLA MUNICIPAL PROFª DALVA LAZARONI
DE MORAES",
C4CPXG3,NOTEBOOK DELL LATITUDE E7270  I5 6300U  8GB 128SSD,EM ULYSSES SILVEIRA GUIMARÃES,
C5CPXG3,NOTEBOOK DELL LATITUDE E7270  I5 6300U  8GB 128SSD,CRECHE e PRE-ESC MUNICIPAL ELISA MATHIAS DE ARAÚJO,
C6CPXG3,NOTEBOOK DELL LATITUDE E7270  I5 6300U  8GB 128SSD,EM SANTA RITA,
C8WZRH3,NOTEBOOK DELL LATITUDE E7270  I5 6300U  8GB 128SSD,EM PROF PAULO FREIRE,
C9CPXG3,NOTEBOOK DELL LATITUDE E7270  I5 6300U  8GB 128SSD,"EM PAULO ROBERTO DE MORAES 
LOUREIRO",
CCWVRH3,NOTEBOOK DELL LATITUDE E7270  I5 6300U  8GB 128SSD,EM MARECHAL MALLET,
CD1GMJ3,NOTEBOOK DELL LATITUDE E7270  I5 6300U  8GB 128SSD,CIEP BRIZOLÃO MUNICICPALIZADO 405 - MINISTRO SANTIAGO DANTAS,
CF7GMJ3,NOTEBOOK DELL LATITUDE E7270  I5 6300U  8GB 128SSD,CIEP BRIZOLÃO MUNICIPALIZADO 328 - MARIE CURIE,
CKWVRH3,NOTEBOOK DELL LATITUDE E7270  I5 6300U  8GB 128SSD,EM EULINA PINTO DE BARROS,
CM1VCJ3,NOTEBOOK DELL LATITUDE E7270  I5 6300U  8GB 128SSD,CCAIC - PARQUE MUÍSA,
CM701H3,NOTEBOOK DELL LATITUDE E7270  I5 6300U  8GB 128SSD,EM CAMPOS ELÍSEOS,
CS701H3,NOTEBOOK DELL LATITUDE E7270  I5 6300U  8GB 128SSD,E. M. PROFESSORA MARIA HELENA TENÓRIO CAVALCANTE,
CSVVRH3,NOTEBOOK DELL LATITUDE E7270  I5 6300U  8GB 128SSD,EM BRASÍLIA,
CTVVRH3,NOTEBOOK DELL LATITUDE E7270  I5 6300U  8GB 128SSD,EM SANTA TEREZINHA,
CYVVRH3,NOTEBOOK DELL LATITUDE E7270  I5 6300U  8GB 128SSD,EM PROF VILMAR BASTOS FURTADO,
CZTT6K3,NOTEBOOK DELL LATITUDE E7270  I5 6300U  8GB 128SSD,PRÉ - ESCOLA MUNICIPAL ALTO DA BOA VISTA,
D06GMJ3,NOTEBOOK DELL LATITUDE E7270  I5 6300U  8GB 128SSD,CCAIC - AMAPÁ,
D2801H3,NOTEBOOK DELL LATITUDE E7270  I5 6300U  8GB 128SSD,EM BARÃO DO AMAPÁ,
D2CPXG3,NOTEBOOK DELL LATITUDE E7270  I5 6300U  8GB 128SSD,EM ROTARY,
D2VT6K3,NOTEBOOK DELL LATITUDE E7270  I5 6300U  8GB 128SSD,EM NOVA CAMPINAS,
D5WVRH3,NOTEBOOK DELL LATITUDE E7270  I5 6300U  8GB 128SSD,CRECHE E PRÉ - ESCOLA MUNICIPAL VEREADOR JOSÉ CARLOS TEODORO,
D7CPXG3,NOTEBOOK DELL LATITUDE E7270  I5 6300U  8GB 128SSD,EM SETE DE SETEMBRO,
D9RSCJ3,NOTEBOOK DELL LATITUDE E7270  I5 6300U  8GB 128SSD,EE MUNICIPALIZADA OSWALDO CRUZ,
D9WVRH3,NOTEBOOK DELL LATITUDE E7270  I5 6300U  8GB 128SSD,EM ANTON DWORSAK,
DDWVRH3,NOTEBOOK DELL LATITUDE E7270  I5 6300U  8GB 128SSD,EM BARÃO DA TAQUARA,
DGWVRH3,NOTEBOOK DELL LATITUDE E7270  I5 6300U  8GB 128SSD,EM PRESIDENTE COSTA E SILVA,
DJ1VCJ3,NOTEBOOK DELL LATITUDE E7270  I5 6300U  8GB 128SSD,EM DR.MANOEL REIS,
DK1VCJ3,NOTEBOOK DELL LATITUDE E7270  I5 6300U  8GB 128SSD,EM SOLANO TRINDADE,
DKTT6K3,NOTEBOOK DELL LATITUDE E7270  I5 6300U  8GB 128SSD,EM JORNALISTA MOACYR PADILHA,
DL1VCJ3,NOTEBOOK DELL LATITUDE E7270  I5 6300U  8GB 128SSD,EM PROFª DALVA BORGES DA CUNHA,
DLDX6K3,NOTEBOOK DELL LATITUDE E7270  I5 6300U  8GB 128SSD,EM PROF ALBERTO RIBEIRO VASCONCELLOS,
DRVVRH3,NOTEBOOK DELL LATITUDE E7270  I5 6300U  8GB 128SSD,CRECHE e PRÉ-ESC MUNICIPAL UBALDINA ALVES DA SILVA,
DWVVRH3,NOTEBOOK DELL LATITUDE E7270  I5 6300U  8GB 128SSD,EM PROF ONERES NUNES OLIVEIRA,
F4CPXG3,NOTEBOOK DELL LATITUDE E7270  I5 6300U  8GB 128SSD,CCAIC - JARDIM GRAMACHO,
FDWVRH3,NOTEBOOK DELL LATITUDE E7270  I5 6300U  8GB 128SSD,EM GENERAL SAMPAIO,
FGWVRH3,NOTEBOOK DELL LATITUDE E7270  I5 6300U  8GB 128SSD,"EM PROFª CARMEM CORRÊA DE 
CARVALHO REIS BRAZ",
FJ1VCJ3,NOTEBOOK DELL LATITUDE E7270  I5 6300U  8GB 128SSD,EM SERGIPE,
FY701H3,NOTEBOOK DELL LATITUDE E7270  I5 6300U  8GB 128SSD,EM PROF RAUL DE OLIVEIRA,
FZ5GMJ3,NOTEBOOK DELL LATITUDE E7270  I5 6300U  8GB 128SSD,EM NOSSA SENHORA APARECIDA,
FZ701H3,NOTEBOOK DELL LATITUDE E7270  I5 6300U  8GB 128SSD,EM MÁRCIO FIAT,
G0801H3,NOTEBOOK DELL LATITUDE E7270  I5 6300U  8GB 128SSD,EM PAULO RODRIGUES PEREIRA,
